,Time,Amount,Transaction Method,Transaction Id,Location,Type of Card,Bank,Class
0,-9.04327357694682,0.7109536607795559,1.9110688907272932,0.04417901691604125,1.3396010412907484,-0.7887240097165706,0.13537160059643757,0.0
1,-9.755676701579622,0.6825874648128777,1.5886581509381166,0.27887899456425774,-1.5317854738207861,-0.549974964492184,-1.2299069859640646,0.0
2,-5.917947646159586,3.40072808742653,8.622575212117134,-2.3698114623359814,0.013900332141644146,-0.598519069281087,-1.5351054016662515,0.0
3,-9.790169723302622,0.6927309167214845,1.612686409028589,0.3443424746511476,-1.5029712008728555,-0.6327409980851989,-1.1348063355263704,0.0
4,-9.618079403598495,0.6295311446675763,1.4625122092689136,0.18885096207045318,-0.7147396741367504,-0.5176094112001238,-1.055862019646041,0.0
5,-9.236186904148475,0.8024172091106954,2.224966640596482,0.1093126762444946,-0.6723744733110435,-0.7839353887132293,-1.1701079624924944,0.0
6,-9.251763333823913,0.883222116156369,2.2625488883062372,0.05276820244007262,-0.5700198961429344,-0.3563876979000123,-1.0096963717018543,0.0
7,-9.656474548713804,0.9829651303039012,2.1277047171107237,0.4266397057500175,-1.965367782293475,0.1478768176178757,-0.7539616402190763,0.0
8,-9.975120163070272,0.6315005258035116,1.2502010582272007,0.5717055830491603,-1.5865369260594748,0.8438505910371459,-0.5933438336311456,0.0
9,-9.44417077193236,0.3754634941079578,0.8749814897669587,0.12621051551049994,1.1477039809242071,-0.9550145370981036,-0.2722581998645777,1.0
10,-9.825401720031394,0.6268447688651163,1.7259109724278066,0.4644827815900844,-1.5781088228706057,-0.34809639067226467,0.49281869850400534,0.0
11,3.386917130795196,-4.0049791688051,-5.00089041810915,-0.28147866250918463,2.7015843574030156,-1.0723312968341443,-0.19774602659162283,1.0
12,1.0523097206723082,-3.558968916737989,-4.99188358376154,-1.4696684835412208,10.033254560593178,-0.5522849438951418,-0.3901434898912012,1.0
13,-9.865438590759421,0.574197210553166,1.37372285888356,0.5387718661973432,-0.648869316148469,-0.8174259638455144,-0.20611786011506572,0.0
14,-9.753799730539434,0.5286280528570652,1.1281576697901412,0.6370493423250231,-0.5275034176706956,-0.9295996872417974,-0.2613614541110501,0.0
15,-9.784087580967183,0.6806466422576266,1.6346294672940018,0.3274373022049884,-1.2070034745925284,-0.25752529546055675,-0.8626406605037268,0.0
